is_correct,sum_list
True,1096;16122;-1010;-1468;-4495;-860;823;-1054;-4279;4205;-3133;-1403;1680;2232;-3300;-5325
True,1750;872;-4825;-2456;-4198;-353;481;602;9114;65;919;-730;-882;-624;1791;-2095
True,13689;2091;5758;-1170;-4092;-613;1862;-385;-167;-6400;-3210;-5433;-2469;1902;-1639;-166
True,1525;-2148;251;1652;-302;1846;-4755;-5722;-2574;-5094;93;856;14918;597;-1785;4424
True,2180;-1913;24;-2989;16498;-1979;2029;-1434;-5197;-3090;1822;-2598;-4121;-3043;3508;2371
True,-2302;-2457;-2417;9525;1311;743;734;1025;-4052;482;-3310;-833;-367;-2020;1786;741
True,-1035;1728;15241;-2855;-1506;1083;1238;77;-2848;-195;58;168;1618;-3592;-1331;-6515
False,-84;-2951;-3012;1818;1628;-2675;1973;2914;-1092;-1048;-3092;-71;313;791;15905;1489
False,338;-3863;-3988;-3550;-812;-2696;-3041;-1857;-513;13052;1194;2483;-2077;669;2577;1162
False,661;10987;-1008;-1040;-3291;1388;-1914;906;1578;-191;-1816;-3216;802;-6066;12171;-3152
True,-6402;-7413;13940;95;-5538;-948;2563;-1659;963;-2107;-834;3248;-2451;3755;3116;-1117
True,-195;-1020;-3533;1345;267;-1826;-4277;-4894;-2563;-2436;20068;-5340;1589;2678;1511;-2375
False,2702;597;1682;1805;1472;16705;-5241;-2791;1290;-4018;-1283;-3879;1253;754;-6459;-1379
False,10366;-1630;1652;-3292;-5094;-104;2939;823;-2731;1765;-643;1093;-691;-444;-4756;-165
True,-2811;-98;992;-4534;-294;1861;-2949;-1167;-438;1088;15319;502;1344;-5451;-1667;101
False,-1787;82;140;-633;1083;17324;559;2393;-839;-2455;-1924;-1043;-5314;2043;2748;-1634
False,1007;-2149;-4976;-2059;16307;-4462;1332;-1308;2014;-762;-1475;1630;2203;-52;792;-256
False,464;1878;-604;3340;1624;2275;686;-4978;-1217;-2218;-1471;-7201;-2588;14189;-3560;-567
True,14842;493;6173;-263;-2538;1848;1367;-2207;-1823;-7858;-1208;-3384;-1097;-1801;-3373;27
True,1193;-2421;-1766;-1076;2779;2517;-2586;-2623;-2205;-3475;365;-216;15226;-2678;-2069;1610
True,1835;-3980;-2764;-1472;11752;-726;1291;-1084;-4424;-3459;438;-2010;-1387;-3493;3266;482
False,-2010;-3067;-457;-1694;-4923;-3350;288;17255;587;-603;2389;2435;-131;-171;-2072;2344
True,-3716;1546;14530;-5082;-1723;1024;1426;-1150;590;-2859;-843;-13;3026;-1624;1305;-7404
True,-1983;450;5460;-2917;-1000;-2914;-8193;15457;3055;2209;-96;-3589;4261;-3063;1170;-8464
True,1156;12641;307;-3367;2001;-3582;-3906;4510;121;-1407;-115;-3813;-1657;-4776;1853;702
True,687;11745;418;1442;-4362;3142;-2262;2052;836;-26;-2869;-4442;635;-5522;2578;-4087
True,-6332;-4288;11969;-1173;-3651;-5172;2843;-188;2636;-325;-1183;4560;-2798;3999;1593;-1502
True,2683;-1181;-1922;4146;2565;-2977;-4086;-2870;-5263;-4713;17714;-4406;-226;2023;714;-3151
True,-480;3105;1829;-5782;-321;-1684;757;-788;115;-2166;605;2822;-2809;13032;-4557;-1892
True,-723;1727;-5525;-1963;1791;-981;-1120;-413;-2193;-1912;11589;-3379;1978;989;-837;-1297
True,-3475;-2254;-1034;-4554;-1588;2270;-2686;-153;352;230;15201;2965;6423;-4644;-1872;-75
True,-185;2573;941;-4129;-566;-7113;-4406;-2237;-669;161;2429;-526;-3171;3690;-3763;17463
True,2457;12088;885;-1373;-4888;-1752;-354;-1243;-2800;4278;-1535;-2191;1586;121;-2226;-3247
True,1250;1757;-6885;-1192;-5956;1692;843;-893;11595;499;-138;-280;-1095;-1617;2410;-2008
True,12928;-942;4409;-493;-3589;1844;1767;-4382;1026;-3196;-666;-4066;-3002;2166;-2981;1130
True,2619;1150;-737;2410;3868;2467;-2289;-4064;-2451;-4277;1174;-2060;15448;-4854;-3283;-483
True,308;-1474;-330;-2980;13492;-826;1082;-2219;-2976;-3274;967;-377;-3274;-360;2682;1455
True,-1280;-2989;-1391;10929;-61;239;985;1424;-5283;-1389;-3963;-370;-815;-1034;4147;933
True,-422;1479;11716;-3338;-890;-231;1003;-2070;49;-739;-1253;-1480;917;-2002;1555;-4863
True,-2763;807;2691;-1873;-863;-1141;-6324;17575;4739;3872;-1351;-1699;3307;-3430;-734;-8147
True,910;15529;1751;-2568;783;-2212;-3638;3201;907;-2912;-965;-3677;-498;-5810;748;-933
True,1065;9999;-310;1242;-3894;2001;-168;353;781;-599;-3638;-2201;1305;-5459;2741;-4332
True,-4999;-2202;8437;-1796;-1339;-1055;1040;2494;1596;-2843;306;2688;-1594;-172;388;-1234
True,1011;-2909;-2754;847;2247;-2952;-2769;-3397;-1415;-3071;18537;-3781;1715;2040;-377;-3801
True,-2727;3730;1851;-6541;-1306;-1895;2188;-1517;1590;-3457;1728;2662;-4875;15193;-3300;-457
True,-914;2100;-2871;-2398;1029;-699;-1318;-932;-2318;-1284;9520;-1855;1715;-426;-1631;-284
True,-2385;-849;1362;-3002;972;2293;-1452;-702;612;1080;12151;-79;687;-2540;-4345;-1888
True,-277;1312;1143;-3569;1148;-3435;-4241;-67;-1230;-929;2656;-2070;-3811;1447;-3611;16653
True,-311;15350;2534;572;-5923;-3407;1687;-349;-5125;3342;-1941;-2849;1869;195;-770;-5575
True,1155;1120;-5920;-1638;-4172;925;765;288;10161;197;-456;-226;-985;-1192;1666;-1918
True,11049;342;6331;917;-2844;-29;2211;-2728;-908;-6967;-2679;-2589;-4287;2238;-310;676
True,2594;-329;-1974;1446;1729;3214;-2721;-3822;-1230;-3906;685;-1436;16932;-5045;-2616;724
True,2109;-799;-619;-4495;15607;-2145;1982;-2883;-3453;-2371;1545;-1789;-3869;-2424;3873;1575
True,-1192;-3543;-445;10060;-458;453;749;1609;-597;-1983;-3886;-394;-661;-1145;1643;1384
True,-1119;-656;15025;-901;-1139;3283;-1721;-3308;-588;270;-493;-1349;72;-3405;-2357;-5199
True,-2206;461;1965;25;78;-1025;-4557;17575;2821;958;-2047;-3421;3539;-2966;70;-8630
True,846;15756;1226;-2058;875;-3841;-2953;3705;290;-3703;1251;-5209;-348;-6650;-1461;405
True,802;20684;7164;-752;-2703;1217;-78;-883;-2045;-3689;-4583;-3789;-1235;-6734;1970;-5637
True,-6957;-6728;12773;-1992;-2323;-3005;2453;1086;3178;-972;-767;632;-824;2503;1936;-925
True,1326;-2175;-2727;3530;827;-2924;-4346;-3357;-4240;-4606;18023;-3838;1265;3696;390;-1833
True,120;2980;2997;-6106;-1741;-283;1035;-2734;841;-2820;2943;4660;-4430;16611;-3929;1139
False,-254;-1656;456;-718;-686;-3099;-2289;-796;-3608;3;-2248;12103;1242;-2699;-1884;2434
True,-1585;-1974;0;-1922;664;240;-2335;-3249;861;-1198;15615;-806;1356;-3516;-2662;3731
True,-250;1801;-697;-1644;-1220;-5202;-2531;-1781;-2786;-3342;3120;-1861;-3923;3302;-1256;17842
True,1778;15375;2524;-653;-4571;-4710;-835;-1498;-5322;2795;-3558;-2121;3255;909;-3003;-4681
False,-4540;-3026;-500;527;-2768;-2404;-4768;3245;1102;-1335;12800;-1621;-924;6889;-4247;-2645
False,-2554;2;991;-2862;-2279;-1085;960;389;1202;-6422;2245;14712;-695;-2771;1188;-2951
True,1024;305;88;295;4288;4521;-1955;-5230;-3690;-5813;173;-715;15775;-5023;-2225;1159
True,1163;-1488;-516;-4406;16163;193;1929;-2577;-3386;-2613;2085;-230;-3313;-3137;4081;2106
False,17412;1416;-4402;1921;-2218;-1447;-1858;-5660;-513;6159;1563;1412;-596;-389;2746;364
True,-2611;840;13244;-2659;-918;-530;2897;1201;-1190;-2506;806;-1065;1201;-2519;-1281;-5402
True,76;1892;3822;-1320;-587;-992;-6058;12690;-304;3187;-2007;-2940;2610;-480;12;-7910
True,-366;14102;1396;-2672;-457;-1049;-3311;4788;-645;-2172;393;-4430;-642;-5348;1160;-525
True,1346;10563;-234;1141;-4674;1847;-1254;198;764;-109;-2269;-1984;1558;-5408;2514;-3820
True,-7530;-5570;12897;-1830;-3662;-425;2221;810;2927;-378;-1733;3383;-2206;858;3529;-2358
True,763;-1264;-683;2068;906;-1738;-2732;-2499;-4216;-3460;15182;-1695;1288;2801;-1683;-3112
True,-658;3213;1631;-6488;-1538;-2061;2282;-573;357;-2140;1424;2574;-5927;13759;-3427;-185
True,415;2782;-3664;-1457;1009;-1910;-1672;-759;-3276;-1661;10993;-2950;2367;882;-2355;-1264
True,-2041;889;1316;-4865;-1366;2156;-3612;-192;1187;-294;14507;1113;502;-2810;-6226;2609
True,-744;2882;-697;-2080;1054;-3899;-2490;-1371;432;-406;1702;-1875;-2341;1985;-3151;11891
True,2163;16454;224;529;-4649;-3356;-296;-931;-2728;3120;-3827;-2397;1475;1343;-2585;-5193
True,1420;1886;-6619;-1817;-3705;1643;3727;546;10248;190;-1158;-1095;-2934;-1357;916;-1928
True,11104;3604;4753;-1446;-3032;736;2348;-2904;-843;-7902;-4592;-2800;-2487;2089;-242;1240
True,1867;-768;-1107;2635;2350;2417;-4556;-2887;-3823;-2655;1385;-1632;11138;-1789;-1876;2838
True,1924;-1617;2;-5249;14224;-1028;2258;-3403;-4737;-3979;2018;-2177;-1253;-1443;5376;1185
True,-2350;-3999;-1544;11016;886;491;457;323;-1108;-117;-4525;-1404;-1241;-1396;1950;3003
False,63;-4933;-1986;14077;11589;-321;-1166;-1081;-4487;-1599;37;-2669;-2007;76;-2010;740
True,-3809;-172;840;-268;-1647;-912;3911;19681;-309;-2025;-187;-3336;2808;-4766;-642;-7994
True,969;15023;106;-3779;1162;-3338;-5227;3740;1307;-3123;-188;-5095;287;-4131;1126;85
False,-2478;-584;2229;-3251;-3556;-4157;412;-8426;189;-61;-1094;82;-2332;1013;8720;12666
True,-6678;-8125;12141;-1896;-2691;-3139;5465;370;1780;-571;2380;4252;-2685;1832;-1330;-3619
False,524;-3515;1217;-2572;192;-1805;-319;2095;-3550;276;-3345;-4462;-3838;-3402;11596;5374
True,-1658;-2445;-1314;-640;-1489;-3108;253;-1208;-3863;-4685;12651;1573;1165;17605;571;58
False,-3707;6597;12507;-2361;124;885;-2936;-1236;-3062;-2558;-4208;2557;-3132;-3896;1242;-4669
True,-1673;-402;-150;-5491;244;1552;-2676;-653;664;-120;16152;4253;3351;-3173;-5220;-200
True,-14;1026;21;-3078;-380;-6648;-4842;-3632;5879;4707;2330;-2783;-4153;1154;-4405;9906
True,2403;16753;2792;1333;-5107;-4020;3211;-516;-6915;3190;-4089;-2487;1609;1337;-2259;-4685
False,-1710;2710;-1535;360;-1697;2000;18;1471;-5624;-4788;-1014;-440;-1418;13479;10497;-4919
False,-341;-6551;-973;-4499;2453;-1012;-520;-261;11627;15703;-3961;-542;-963;-2194;-1948;822
False,-2214;2758;4562;-2089;-794;-2853;-4782;3026;-3273;17567;-18;-581;-2320;-2969;10473;-5437
True,2381;-2482;-1119;-4420;14289;-2190;1544;-1676;-3975;-2114;2625;-1030;-2835;-2133;4128;667
False,-312;1097;-951;-1997;-1589;-468;-1760;369;-3081;-4534;-5794;467;-1128;1671;13535;6530
True,-3038;-681;11079;-2024;-427;-899;1668;-783;34;203;-246;-680;3142;-1750;-1850;-3891
True,-1676;2356;2036;-814;-1411;-1888;-6109;15803;3426;267;-1020;-3023;4128;-4292;922;-7585
True,747;15519;51;-4853;1638;-1753;-5466;5144;2328;-1692;-156;-2741;-1082;-6099;-690;-1062
True,170;10144;-666;138;-3682;1882;-1090;450;129;-325;-3938;-1246;2229;-5722;3837;-1751
True,-5394;-3835;13779;-2998;-3045;-985;1405;19;-97;1933;-902;2722;-2359;1996;1261;-3833
True,1709;-1580;-423;1488;-211;-1046;-3008;-3587;-4690;-3678;16417;-2770;125;1044;-139;-2889
True,531;4755;485;-5672;-1001;-2093;1318;-1568;1606;-2882;476;4062;-4978;17450;-3220;-1638
True,926;1716;-4814;-3632;134;-2544;-1274;-707;-4083;-1468;13423;-2625;2480;970;-1811;-2143
True,3577;-4248;22;-3490;-5332;895;-1497;716;420;-118;12060;1919;1557;-2846;-3608;1087
True,-700;2860;338;-2451;365;-3721;-4372;-3;-1675;-3238;1836;-3069;-1783;1139;-2940;16973
True,1994;16117;960;-2583;-6662;-2981;255;-106;-4599;3674;-3902;-4116;1422;1496;-2644;-3536
True,601;3969;-6507;-844;-3025;335;980;-120;10201;-1183;-400;-1232;-3133;-995;1302;-2003
True,10746;1182;5499;477;-3029;-779;1174;-3118;-2496;-5841;-1199;-1654;-4151;1254;-963;1792
True,428;183;3557;1436;691;2170;-1509;-6868;-4064;-4916;-375;-148;17396;-3469;-725;2962
True,3540;-872;-1831;-4871;16011;-606;951;-227;-4284;-3058;1589;-2889;-3607;-3349;5246;761
True,-2072;-2693;-2101;11332;503;-152;-72;1380;-1915;-1148;-4139;-1101;518;-976;2936;3090
True,-2485;-974;11394;-1549;-3506;-167;1315;-956;-1807;-2172;951;1535;31;-2747;-3141;-5992
True,-1510;-103;2594;-4651;-1047;-1930;-5727;14730;2549;2778;-293;-2977;3406;-3530;39;-5528
True,543;15144;-180;-3335;1782;-2999;-4058;4314;2263;-301;-58;-4317;-1154;-6953;-261;-623
True,1485;11212;1420;840;-5188;-435;-1718;2111;1474;-985;-2175;-3635;565;-7478;2430;-2465
True,-6449;-1817;13214;-2255;-4983;-1947;1004;-1666;1425;1252;262;2199;-2145;1209;1334;-1211
True,1975;-1629;-2194;1810;1946;-2998;-4914;-5288;-6272;-2157;17296;-1153;-1098;2284;-1035;-2906
True,-2141;2669;813;-6642;-1387;-3588;2550;-866;709;-4090;1900;3294;-4439;16212;-3603;-607
True,599;1714;-6001;-2131;3545;1015;-309;-1473;-1491;-2568;10642;-2781;939;634;-1224;-919
True,-2821;-2079;-1338;-2418;-2507;1342;-2252;-1885;-55;2596;14212;1723;-1078;-887;-3158;1853
True,1316;-659;556;-504;2689;-3509;-1436;590;-1612;2015;5837;-1993;-2357;4270;-1861;16301
True,1782;14210;1413;-1153;-2513;-2734;1028;-384;-4370;3295;-4212;-890;2833;1762;-2363;-5071
True,19;2132;-7176;-974;-3600;1021;1162;-426;10655;59;299;54;-4020;-1590;1141;72
True,11415;-682;4934;-257;-3338;-2582;-474;-2582;-1985;-5019;1306;-1271;-4365;1538;-3743;254
True,1018;-1061;-2033;3238;146;1041;-6369;-8903;-3744;-4671;796;-699;15432;4086;-3828;4320
True,-1047;-1699;-2118;-4342;14750;-1210;3698;-918;-4984;-2767;1793;-1342;-3685;-2836;4728;1151
True,-1696;-1951;-1270;11629;-2034;-29;815;-641;-3185;-1294;-3460;-1112;1810;-1141;3854;1654
False,-1822;7972;3232;137;6105;-2627;319;-8063;-3191;347;15673;-3379;-3969;-4723;1198;-2154
True,-1815;1267;3602;991;-1207;-2179;-6818;15430;4482;1456;-608;-3998;4149;-2878;-846;-7725
True,1832;14545;1195;-3917;-45;-2232;-5237;4051;1466;-1920;3545;-2724;-4;-6551;-1241;-1490
True,5406;14233;3564;-6595;4625;3347;1072;-1501;-1303;365;-4172;-4721;1058;1226;-1113;-10634
True,-6749;7443;17466;-1527;312;-3700;1732;-2357;42;-1211;-2434;1660;-2149;2080;-1515;-5944
True,1137;1068;-3154;2923;-1801;-3196;-2267;-3135;-3833;-2462;15629;-3606;706;3011;-359;-2783
True,-1589;2350;2364;-7863;-1550;-1178;1006;-2684;-754;-2989;514;4220;-4280;13887;-2808;1110
False,2115;-1031;-4232;12772;-199;-7103;3993;-3508;437;-1470;-2508;-75;87;-6849;3432;4807
True,-6157;4008;-2514;-3227;9332;2016;-4781;4716;-126;-1754;12883;-295;537;-2660;-1882;-3542
False,-3628;5072;-754;-3447;-563;-5097;-5076;-3329;-498;-1198;-4123;14967;-1643;787;5839;-908
True,-143;13724;-949;-721;-4973;-3451;620;-1556;-6095;4153;-2138;-2348;2513;2262;-2926;-2587
False,-2026;-1474;537;-3864;13712;5737;3134;2643;-2748;-2436;-87;-2356;-7965;1176;-2204;310
False,-8801;200;-3432;2812;4239;-4596;-753;-141;-5042;2789;-1916;2802;-58;-913;11910;-6933
True,2379;351;-656;-804;2403;2845;-2759;-6524;-3137;-6735;133;-732;17158;-3110;1924;3927
True,-551;-2703;-2357;-4921;15114;-1533;1494;-1397;-3106;-4070;2497;-643;-3178;-3303;3156;652
False,582;-3848;-3577;-2248;2334;1585;-4127;-976;-2149;431;1598;-3136;-242;10665;2353;2995
True,-2411;3595;14242;-543;127;-1685;1789;-2765;-708;4194;-149;511;677;-891;-2807;-5641
True,-3367;-78;3178;-1263;-2153;-3607;-6881;16586;2889;1947;646;-2817;3975;-3397;26;-3858
True,2585;12107;-298;-1977;1133;-256;-2896;2056;-1836;-365;-172;-1156;-1230;-4868;-1266;-825
False,-2604;-621;2227;902;-3838;-1642;-4352;10227;-3291;-2265;1047;-1574;-2179;1659;3023;-752
True,-6521;-4286;12953;-3203;-2306;-2022;1917;-627;3316;-1340;169;2889;-2655;1445;2780;-447
True,617;-1662;-1098;1244;1432;-3970;-6062;-5691;-3362;-2112;19131;-3619;3737;246;-307;-1566
True,-1847;2473;2219;-5346;-627;-1944;845;-1522;-1162;-3005;1105;2096;-4205;12778;-1663;-71
True,-1453;1052;-6012;-4962;929;-2784;-732;-1607;-4336;-597;10553;-195;1595;-1277;-1226;-306
True,-3599;-1470;1093;-3137;2;3397;-1420;-636;-2293;1471;14834;2769;-1047;-3709;-3780;640
True,-1114;-208;-87;4560;-1475;-7290;-4910;440;218;-1035;2895;-1638;-5131;3557;-4531;16743
True,723;13305;-356;980;-6350;-2548;1128;-617;-2362;2975;-4100;-1353;2679;-26;-1959;-3446
False,-278;364;10824;1358;-1107;2745;1954;2395;-1481;-2566;-5193;-2240;-824;-1265;-1006;-488
True,13202;228;7988;1740;-3074;-1231;636;-1847;-2912;-4963;-969;-989;-4034;1884;-2459;6
True,4;-1711;-2338;656;9568;1643;-4111;-6020;-2800;-3178;990;-161;17057;-4165;-3137;1830
True,655;-830;-932;-2221;11858;-694;1036;-3182;-96;-1214;-859;-2290;-4025;-1540;4848;1811
True,-894;-3439;-2028;9351;1159;448;500;1883;-1374;611;-3743;269;-579;-1858;-1459;-1329
True,4969;-1179;16645;-4630;-1930;1137;-208;-4218;-53;918;404;-1216;452;-1622;-3324;-4458
True,-969;3385;5284;-2335;-965;-212;-7277;18105;591;1017;551;-2179;936;-2046;-1788;-9672
False,-1935;269;1173;-2031;-3285;-1697;-1266;-1559;15257;292;2268;1068;-686;-1560;-3750;-933
False,-5259;-174;-712;-3713;-2310;-1641;1392;-2030;2356;-6456;1898;10322;2211;18;-2304;3254
False,-492;-1239;1680;-2018;-2049;2735;-6227;727;879;-276;-571;3752;12404;575;-1423;-2509
True,350;-365;-3337;1546;-673;-4831;-4383;-6005;-3314;-2192;18822;-2579;742;3827;2094;-2505
True,-1849;1787;-1209;-7531;-188;-4245;4638;8422;-2194;-3750;-129;547;-5196;15227;-2549;-901
False,448;-359;-3475;-1579;-6427;1797;-262;-3415;-1014;1197;1005;1128;805;1563;-957;13728
False,-2665;-5847;-1401;1167;3086;16828;3177;2815;40;394;-2416;-9334;-2816;1323;-3344;-1299
True,807;1407;-976;-2410;-267;-4735;-4812;-462;-1481;1042;980;-822;-3240;3372;-1500;15727
False,265;-310;-5394;4257;-929;-1628;782;-1102;1869;-2815;-1346;16766;-1656;-2573;-7309;241
False,-3120;2875;-4756;-193;-1152;89;5575;3131;-776;-3047;-21;15554;2657;-1749;-6796;-509
True,12539;-1454;4708;426;-3531;3636;804;-355;-2003;-4708;5498;-2829;-4269;-260;745;-3760
False,8397;-6414;-7838;-2975;-3503;-4210;2462;986;21039;5504;-1393;2881;2439;-3141;314;-5692
False,4057;-1108;2371;16159;1611;-7790;-3541;-831;-5885;-3816;-398;8044;-4009;965;618;1431
False,-716;-2606;-2554;-2705;703;754;-4810;-785;-3579;-763;62;-1513;34;4934;3842;15768
False,530;-1169;-453;-5123;3445;-2198;-692;-1414;3147;-4655;14550;2188;424;-1121;-2749;-1768
True,-455;1112;3828;-2954;-38;-1769;-5895;18193;2747;-292;-1235;-4643;4065;-1684;2568;-5430
True,1169;15595;172;-3934;629;-1495;-5086;4111;-79;-2174;-2287;-5729;-2747;-5246;1683;9227
False,-2021;-454;596;-1322;-1162;2245;13731;4624;-7333;3047;-4991;-2701;-1281;-1794;-712;2082
False,-3513;-5453;-3749;-2775;-304;432;-1427;-2105;-2194;13818;-1384;-2896;-1873;768;4592;227
True,974;-1705;-512;3216;3603;21;-1649;-41;-3838;-4143;16322;-3409;-1432;362;-2366;-4624
False,-1570;2711;-2983;-2356;-2054;-4565;-170;3065;-1869;-550;2242;-274;4180;-3951;19322;-3242
False,1874;-2073;180;-5274;597;-1313;4592;272;15747;-455;-1809;-2681;-4437;-629;-1556;-3922
False,3976;15247;-261;1067;-4404;-3644;-4204;-1060;817;-167;-2481;-678;729;-2046;591;583
False,-1538;-981;-2392;14925;-3926;-3634;-60;-1986;-1345;75;-3009;1685;-843;2397;-2939;169
True,2567;24947;469;-3524;-5997;-5178;1175;-1827;-5278;3358;-3093;-3065;1823;-1099;-3052;-4524
False,13464;-1112;-1576;-1515;-1417;-1545;4901;-1052;-2092;-4413;-3023;-4332;-3676;198;1211;-1181
True,12393;9938;1218;-1626;-3851;-2201;145;-3137;-624;-5028;-3412;-3171;-2332;-603;-1503;-338
True,-327;-2005;-2307;751;929;614;-4379;-7299;-2180;-4821;1318;-1140;14916;534;-912;5187
True,8329;-1213;-818;-3807;15378;-203;1626;-4782;-5755;-4031;122;-582;-3907;-2059;2363;279
False,-4178;-2980;-1312;-1110;-3411;-3162;-1127;19091;77;-2861;1815;4016;-1880;-1770;-2419;2613
False,-1143;-4794;-1921;-1496;12378;-1459;-2480;1862;-6545;-11;-135;13954;-4319;962;-1853;771
False,-2797;-1038;-2891;4171;-14;-1397;1817;5949;-755;15107;-2874;-1057;-1063;-3351;-220;-119
True,-488;13723;1566;-3969;1181;-3042;-2853;4714;1813;-1080;71;-5907;-332;-5709;-1285;-579
False,-2757;-2675;1115;-4032;2814;-541;663;-4152;-1519;1207;12130;-7813;2623;1260;-599;-6621
False,21356;3258;2467;-2238;385;-879;-3110;1172;-6666;1808;-3041;-1276;-986;-46;-2116;-4081
True,3061;490;-1004;2504;-1438;-1645;-7899;-2959;-4070;-5334;9746;-3998;1112;186;2159;2581
True,-2556;2934;2738;-5844;-1108;-1398;3226;-2425;-1780;-3939;-520;3628;-5890;14537;-5282;-1863
False,2973;-890;1151;3249;2397;-1718;-5934;2789;-871;-1568;-7858;14921;-2257;-1234;-207;-6856
True,-2752;-712;-1942;-1545;323;2553;-2193;83;1001;2499;24225;1006;-1223;-5493;-5374;-3373
False,1522;-286;228;14383;-2982;-2449;-2323;376;14;-2905;-540;1936;-1314;1041;738;-2492
True,2338;15536;614;-2246;-6708;-3159;1842;-1018;-7524;4815;-2372;-2250;1457;693;-806;-5790
True,1252;1035;-6579;-2297;-3211;809;178;122;9994;-506;996;-575;-3000;-2651;333;-1448
False,303;5535;-6576;180;17950;-980;-5225;1457;3099;3887;-5781;-4386;1894;-122;-3590;-1699
True,502;-357;-1164;2710;2710;865;-4705;-4876;-4459;-4931;-3671;-3622;19965;4752;-4507;3302
True,3371;-2779;-932;-2052;16114;-2160;557;-1011;-4207;-932;337;-1400;-1649;-1787;4125;969
False,-2154;-1253;-201;-2665;-2106;-3705;-1028;1471;-1772;202;-959;-1199;11951;4590;-1509;-1701
True,-3386;3441;11006;-2307;-718;-2175;826;-1622;-626;-3244;453;1412;3577;-233;-1660;-4242
False,-2144;1108;-3422;-8979;-4875;-175;-1630;-1322;142;1117;4294;1808;16434;-540;2890;997
True,8953;13332;-59;-4435;765;-4421;-5931;3195;876;-3120;472;-967;-981;-7239;-1765;-592
False,14598;-3506;126;-3;-455;-1359;2465;5035;1972;-1525;549;-195;-3442;-1191;2016;-8304
False,-458;-501;3530;-4070;-3880;4595;-3843;-2485;4500;-4638;855;15055;2033;-1356;1913;-4460
True,532;776;-362;2180;-1622;-2297;-5532;-4426;-3497;-4820;17585;-77;-477;60;1606;2701
False,-2367;-3419;1574;3694;-3248;-3991;15072;-2608;-3299;-6740;-1324;708;3523;2709;-1571;30
True,-3812;-11408;-675;-5142;4210;2185;-6080;2352;3126;2026;15977;-820;-3222;-5640;1668;-1055
False,-242;804;14195;28;-839;-5996;-1319;602;-564;2945;-2965;-2480;1087;-3748;3778;-2210
True,795;2894;2667;-696;-851;-6582;-5139;534;-2300;-795;799;-1195;-4233;3551;-4152;15322
True,765;13530;703;-1708;6908;-5261;-85;-2540;-5538;2715;-4711;-410;3396;-271;-3270;-2153
False,195;-5653;-5056;4211;6537;1681;-640;21;27;-2680;-114;-297;-2871;13753;-5411;-2662
False,-1585;-1014;-4897;1798;-4438;17456;-5290;-3099;-1828;1967;-1196;-938;547;4506;-2266;2815
True,1441;-889;-2806;1016;1760;1044;-6237;-8312;-4481;-4986;3675;2118;15677;2437;604;5210
True,1708;-2432;-3096;-2663;19121;-3389;388;-566;-3713;-3382;71;-3491;-4641;-5120;1971;12769
True,1612;-4162;-1917;12754;-367;52;112;1067;-6955;-2519;-4271;355;127;-2185;3996;2095
False,0;1631;-3353;6360;-3604;-852;-3481;325;-1257;2357;1040;-5572;-4344;-5053;-2934;15289
False,3900;-1358;12679;17426;254;-1219;-5792;-2968;4164;-4445;2622;-5066;-444;-5158;-2699;-9376
True,645;15159;1313;-3583;755;-691;-4828;3444;-1767;-1444;534;-4517;239;-5020;-90;-1658
False,2791;-835;-2802;13888;1180;11;-1721;-6849;2928;1739;-5335;-2841;684;-204;-967;424
True,-4194;-7380;16824;-2633;-4078;-5321;4429;-885;3146;-1284;1029;10404;-1086;-346;510;-2830
True,1947;-61;-1681;2929;524;4324;-6363;-6314;-699;-2915;17838;-1317;426;1280;804;-3057
True,-376;3941;1445;-6097;-655;-3082;3363;-2536;-523;-2929;1998;4187;-4699;15592;-4818;-1591
False,1607;-792;15346;-2002;-895;-4025;-4698;-3565;-1277;879;2807;-2492;-2316;7677;-5482;-8192
False,18900;1435;-4118;9176;172;-2082;-3161;-2278;-6439;-5258;-2919;88;-350;-163;-2837;352
True,164;3994;283;-2018;7447;-4629;-1418;-1982;-3009;-1884;851;-1939;-4664;2834;-5950;14799
False,-1549;-1449;-643;439;-1106;16527;-168;-1648;-3818;1405;728;-2745;-156;-2944;-2740;-5102
False,-3887;-3376;-2536;4477;-2190;-6502;-2614;-4913;1732;1645;-5717;-814;-2082;3367;20323;-496
False,-1867;8437;-621;4620;-2301;-488;15411;-1416;-8732;-3970;-369;-3475;-3649;131;3771;985
True,1185;602;-657;3449;235;1815;-5935;-7135;2143;-6433;-3434;-1576;16095;2381;-1631;4639
False,2075;-4414;-3547;-10828;1101;2594;1009;-4690;-2746;2347;-3384;-744;-3462;-1325;19140;-3218
False,472;-1204;3031;-2909;17214;-602;-5978;752;-2553;1207;157;3722;-9450;-4289;3429;-1040
True,-1548;2372;14171;-1432;-957;-1567;989;2076;-2978;88;-753;-717;-560;-2986;-1325;-5286
True,-2858;-42;3488;-1983;1252;-1393;-6424;17429;4741;2473;-63;-3025;2852;-1665;-2044;-7267
False,-306;-2793;351;-7272;470;-2458;1618;-725;477;17266;966;665;-949;-4600;-107;449
False,-1044;8167;1353;-232;-3341;1337;-2194;-204;-158;-1982;-4350;-3163;374;-3659;10645;-4244
False,-3331;-2269;4969;1013;-351;879;12970;-137;-2544;-1294;-1701;-1278;-2001;-5428;1223;830
True,1390;-1652;-2485;2660;1223;-3175;-5739;-3500;-1378;-2354;15893;-4232;810;3161;136;-1892
